theme,program,cflags,status,time_seconds,result,stage,exit_code,reason
Recursive Algorithms,tower_of_hanoi,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Recursive Algorithms,ackermann_function,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Sorting,quicksort_with_insertion_sort_cutoff,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Sorting,introsort,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Sorting,insertion_sort,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Sorting,bubble_sort,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Sorting,counting_sort,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Sorting,radix_sort_lsd,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Sorting,shellsort,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Sorting,selection_sort,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Sorting,timsort,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Sorting,binary_tree_sort,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Sorting,bucket_sort,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Sorting,heapsort,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Sorting,pancake_sort,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Sorting,quicksort,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Sorting,mergesort,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Dynamic Programming Algorithms,maximum_subarray_sum,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Dynamic Programming Algorithms,coin_change_problem,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Dynamic Programming Algorithms,optimal_binary_search_tree,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Dynamic Programming Algorithms,egg_dropping_problem,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Dynamic Programming Algorithms,boolean_parenthesization,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Dynamic Programming Algorithms,palindrome_partitioning,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Dynamic Programming Algorithms,longest_increasing_subsequence,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Dynamic Programming Algorithms,rod_cutting_problem,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Dynamic Programming Algorithms,subset_sum_problem,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Dynamic Programming Algorithms,matrix_chain_multiplication,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Dynamic Programming Algorithms,fibonacci_dp,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Simple Simulations,predator_prey_model,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Simple Simulations,monte_carlo_pi_estimation,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Simple Simulations,brownian_motion_1d,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Simple Simulations,cellular_automaton_rule30,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Simple Simulations,game_of_life_simulation,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Statistical Modeling,bootstrap_regression_coeffs,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Statistical Modeling,variational_inference,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Statistical Modeling,bayesian_linear_regression,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Statistical Modeling,permutation_test_two_sample,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Statistical Modeling,bootstrap_mean,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Statistical Modeling,gibbs_sampling,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Statistical Modeling,kernel_density_estimation,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Statistical Modeling,seasonal_decomposition,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Statistical Modeling,loess_smoothing,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Statistical Modeling,jackknife_resampling,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Statistical Modeling,kaplan_meier_estimator,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Statistical Modeling,maximum_likelihood_estimation,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Statistical Modeling,expectation_maximization_gmm,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Statistical Modeling,cox_proportional_hazards_fit,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Statistical Modeling,anova_permutation_test,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Statistical Modeling,hamiltonian_monte_carlo,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Statistical Modeling,metropolis_hastings_mcmc,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Statistical Modeling,kalman_filter,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Statistical Modeling,arima_simulation,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Statistical Modeling,chi_squared_test_monte_carlo,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Statistical Modeling,autocorrelation_calculation,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Operations Research,markov_decision_process_value_iteration,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Operations Research,knapsack_01_dynamic_programming,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Operations Research,assignment_problem_hungarian_method,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Operations Research,bin_packing_first_fit_decreasing,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Operations Research,simulated_annealing_for_tsp,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Operations Research,ant_colony_optimization_for_tsp,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Operations Research,simplex_method,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Operations Research,set_cover_problem_exact,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Operations Research,inventory_management_dynamic_programming,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Operations Research,min_cost_max_flow,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Operations Research,queuing_theory_simulation,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Operations Research,vehicle_routing_problem_solver,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Operations Research,job_shop_scheduling_solver,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Operations Research,tabu_search_for_vrp,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Operations Research,cutting_plane_method,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Operations Research,resource_allocation_dynamic_programming,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Operations Research,integer_programming_branch_and_bound,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Operations Research,quadratic_assignment_problem_bruteforce,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Operations Research,traveling_salesperson_exact_solve,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Computational Topology,calculate_bottleneck_distance,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Computational Topology,build_cech_complex,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Computational Topology,calculate_wasserstein_distance,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Computational Topology,smith_normal_form_boundary_matrix,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Computational Topology,calculate_jones_polynomial,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Computational Topology,locally_linear_embedding_lle,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Computational Topology,betti_numbers_from_homology_groups,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Computational Topology,isomap_embedding,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Computational Topology,zigzag_persistence_calculation,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Computational Topology,build_witness_complex,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Computational Topology,discrete_morse_theory_simplification,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Computational Topology,construct_morse_smale_complex,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Computational Topology,compute_simplicial_homology,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Computational Topology,build_alpha_complex,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Computational Topology,build_vietoris_rips_complex,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Computational Topology,compute_persistent_homology_filtration,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Computational Topology,manifold_reconstruction_local_pca,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Number Theory Computations,totient_function_euler,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Number Theory Computations,extended_euclidean_gcd,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Number Theory Computations,legendre_symbol_computation,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Number Theory Computations,sieve_of_eratosthenes,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Number Theory Computations,modular_exponentiation,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Interpolation Methods,linear_interpolation,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Interpolation Methods,bicubic_interpolation,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Interpolation Methods,natural_neighbor_interpolation,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Interpolation Methods,barycentric_interpolation,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Interpolation Methods,catmull_rom_spline,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Interpolation Methods,bezier_curve_evaluation,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Interpolation Methods,akima_spline,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Interpolation Methods,bilinear_interpolation,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Interpolation Methods,shepard_interpolation,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Interpolation Methods,rbf_interpolation,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Interpolation Methods,bspline_evaluation,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Interpolation Methods,thin_plate_spline,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Digital Signal Processing (Dsp),fir_filter_direct_form,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Digital Signal Processing (Dsp),resample_polyphase_fir,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Digital Signal Processing (Dsp),iir_filter_direct_form,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Digital Signal Processing (Dsp),convolution_direct,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Digital Signal Processing (Dsp),median_filter,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Digital Signal Processing (Dsp),cross_correlation_fft,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Digital Signal Processing (Dsp),lms_adaptive_filter_run,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Digital Signal Processing (Dsp),fast_fourier_transform_radix2,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Digital Signal Processing (Dsp),dynamic_time_warping,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Digital Signal Processing (Dsp),qam_demodulation,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Digital Signal Processing (Dsp),downsample_with_decimation,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Digital Signal Processing (Dsp),short_time_fourier_transform,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Digital Signal Processing (Dsp),fir_filter_fft_overlap_add,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Digital Signal Processing (Dsp),discrete_cosine_transform,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Digital Signal Processing (Dsp),auto_correlation_direct,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Digital Signal Processing (Dsp),wavelet_transform_discrete,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Digital Signal Processing (Dsp),generate_dtmf_tones,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Digital Signal Processing (Dsp),pitch_detection_autocorrelation,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Digital Signal Processing (Dsp),generate_sinewave_table,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Digital Signal Processing (Dsp),upsample_with_interpolation,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Digital Signal Processing (Dsp),qam_modulation,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Bioinformatics,multiple_sequence_alignment_progressive,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Bioinformatics,kmer_counting,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Bioinformatics,variant_calling_pileup,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Bioinformatics,neighbor_joining_tree_build,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Bioinformatics,rna_secondary_structure_folding,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Bioinformatics,coalescent_simulation,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Bioinformatics,needleman_wunsch_global_alignment,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Bioinformatics,smith_waterman_local_alignment,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Bioinformatics,protein_contact_map_calculation,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Bioinformatics,genotype_phasing,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Bioinformatics,motif_finding_gibbs_sampling,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Bioinformatics,tandem_repeat_finding,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Bioinformatics,parsimony_tree_heuristic_search,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Bioinformatics,protein_threading_alignment,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Bioinformatics,bayesian_phylogenetics_mcmc,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Bioinformatics,molecular_docking_simulation,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Bioinformatics,de_bruijn_graph_construction,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Bioinformatics,maximum_likelihood_phylogeny_evaluation,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Game Ai And Tree Search Algorithms,beam_search,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Game Ai And Tree Search Algorithms,squad_behavior_tree_execution,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Game Ai And Tree Search Algorithms,counterfactual_regret_minimization_cfr,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Game Ai And Tree Search Algorithms,go_board_influence_calculation,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Game Ai And Tree Search Algorithms,navmesh_funnel_algorithm,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Game Ai And Tree Search Algorithms,monte_carlo_tree_search_uct,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Game Ai And Tree Search Algorithms,chess_engine_perft,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Game Ai And Tree Search Algorithms,minimax_search,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Game Ai And Tree Search Algorithms,real_time_a_star_lrta,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Game Ai And Tree Search Algorithms,iterative_deepening_search,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Game Ai And Tree Search Algorithms,checkers_endgame_database_probe,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Game Ai And Tree Search Algorithms,negamax_search,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Game Ai And Tree Search Algorithms,alpha_beta_pruning,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Game Ai And Tree Search Algorithms,boids_flocking_simulation,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Digital Logic And Circuit Simulation,event_driven_logic_simulation,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Digital Logic And Circuit Simulation,fault_simulation_parallel,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Digital Logic And Circuit Simulation,transient_analysis_ngspice_like,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Digital Logic And Circuit Simulation,dc_operating_point_analysis,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Digital Logic And Circuit Simulation,logic_synthesis_optimization,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Digital Logic And Circuit Simulation,build_timing_graph,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Digital Logic And Circuit Simulation,cycle_based_logic_simulation,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Digital Logic And Circuit Simulation,static_timing_analysis_sta,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Digital Logic And Circuit Simulation,build_binary_decision_diagram,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Digital Logic And Circuit Simulation,ac_analysis_ngspice_like,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Digital Logic And Circuit Simulation,automatic_test_pattern_generation_podem,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Digital Logic And Circuit Simulation,bounded_model_checking,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Digital Logic And Circuit Simulation,fault_simulation_deductive,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Digital Logic And Circuit Simulation,combinational_equivalence_checking_sat,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Digital Logic And Circuit Simulation,power_analysis_simulation,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
Digital Logic And Circuit Simulation,levelized_compiled_code_simulation,-fsanitize=undefined,SUCCESS,,Sanitizer run completed without errors.,,,
